,experiment462,experiment461,experiment460,experiment459,experiment458,experiment457,experiment456,experiment455,experiment454,experiment453,experiment452,experiment451,experiment450,experiment449,experiment448,experiment447,experiment446,experiment445,experiment444,experiment443,experiment442,experiment441,experiment440,experiment439,experiment438,experiment437,experiment436,experiment435,experiment434,experiment433,experiment432,experiment431,experiment430,experiment429,experiment428,experiment427,experiment426,experiment425,experiment424,experiment423,experiment422,experiment421,experiment420,experiment419,experiment418,experiment417,experiment416,experiment415,experiment414,experiment413,experiment412,experiment411,experiment410,experiment409,experiment408,experiment407,experiment406,experiment405,experiment404,experiment403,experiment402,experiment401,experiment400,experiment399,experiment398,experiment397,experiment396,experiment395,experiment394,experiment393,experiment392,experiment391,experiment390,experiment389,experiment388,experiment387,experiment386,experiment385,experiment384,experiment383,experiment382,experiment381,experiment380,experiment379,experiment378,experiment377,experiment376,experiment375,experiment374,experiment373,experiment372,experiment371,experiment370,experiment369,experiment368,experiment367,experiment366,experiment365,experiment364,experiment363,experiment362,experiment361,experiment360,experiment359,experiment358,experiment357,experiment356,experiment355,experiment354,experiment353,experiment352,experiment351,experiment350,experiment349,experiment348,experiment347,experiment346,experiment345,experiment344,experiment343,experiment342,experiment341,experiment340,experiment339,experiment338,experiment337,experiment336,experiment335,experiment334,experiment333,experiment332,experiment331,experiment330,experiment329,experiment328,experiment327,experiment326,experiment325,experiment324,experiment323,experiment322,experiment321,experiment320,experiment319,experiment318,experiment317,experiment316,experiment315,experiment314,experiment313,experiment312,experiment311,experiment310,experiment309,experiment308,experiment307,experiment306,experiment305,experiment304,experiment303,experiment302,experiment301,experiment300,experiment299,experiment298,experiment297,experiment296,experiment295,experiment294,experiment293,experiment292,experiment291,experiment290,experiment289,experiment288,experiment287,experiment286,experiment285,experiment284,experiment283,experiment282,experiment281,experiment280,experiment279,experiment278,experiment277,experiment276,experiment275,experiment274,experiment273,experiment272,experiment271,experiment270,experiment269,experiment268,experiment267,experiment266,experiment265,experiment264,experiment263,experiment262,experiment261,experiment260,experiment259,experiment258,experiment257,experiment256,experiment255,experiment254,experiment253,experiment252,experiment251,experiment250,experiment249,experiment248,experiment247,experiment246,experiment245,experiment244,experiment243,experiment242,experiment241,experiment240,experiment239,experiment238,experiment237,experiment236,experiment235,experiment234,experiment233,experiment232,experiment231,experiment230,experiment229,experiment228,experiment227,experiment226,experiment225,experiment224,experiment223,experiment222,experiment221,experiment220,experiment219,experiment218,experiment217,experiment216,experiment215,experiment214,experiment213,experiment212,experiment211,experiment210,experiment209,experiment208,experiment207,experiment206,experiment205,experiment204,experiment203,experiment202,experiment201,experiment200,experiment199,experiment198,experiment197,experiment196,experiment195,experiment194,experiment193,experiment192,experiment191,experiment190,experiment189,experiment188,experiment187,experiment186,experiment185,experiment184,experiment183,experiment182,experiment181,experiment180,experiment179,experiment178,experiment177,experiment176,experiment175,experiment174,experiment173,experiment172,experiment171,experiment170,experiment169,experiment168,experiment167,experiment166,experiment165,experiment164,experiment163,experiment162,experiment161,experiment160,experiment159,experiment158,experiment157,experiment156,experiment155,experiment154,experiment153,experiment152,experiment151,experiment150,experiment149,experiment148,experiment147,experiment146,experiment145,experiment144,experiment143,experiment142,experiment141,experiment140,experiment139,experiment138,experiment137,experiment136,experiment135,experiment134,experiment133,experiment132,experiment131,experiment130,experiment129,experiment128,experiment127,experiment126,experiment125,experiment124,experiment123,experiment122,experiment121,experiment120,experiment119,experiment118,experiment117,experiment116,experiment115,experiment114,experiment113,experiment112,experiment111,experiment110,experiment109,experiment108,experiment107,experiment106,experiment105,experiment104,experiment103,experiment102,experiment101,experiment100,experiment99,experiment98,experiment97,experiment96,experiment95,experiment94,experiment93,experiment92,experiment91,experiment90,experiment89,experiment88,experiment87,experiment86,experiment85,experiment84,experiment83,experiment82,experiment81,experiment80,experiment79,experiment78,experiment77,experiment76,experiment75,experiment74,experiment73,experiment72,experiment71,experiment70,experiment69,experiment68,experiment67,experiment66,experiment65,experiment64,experiment63,experiment62,experiment61,experiment60,experiment59,experiment58,experiment57,experiment56,experiment55,experiment54,experiment53,experiment52,experiment51,experiment50,experiment49,experiment48,experiment47,experiment46,experiment45,experiment44,experiment43,experiment42,experiment41,experiment40,experiment39,experiment38,experiment37,experiment36,experiment35,experiment34,experiment33,experiment32,experiment31,experiment30,experiment29,experiment28,experiment27,experiment26,experiment25,experiment24,experiment23,experiment22,experiment21,experiment20,experiment19,experiment18,experiment17,experiment16,experiment15,experiment14,experiment13,experiment12,experiment11,experiment10,experiment9,experiment8,experiment7,experiment6,experiment5,experiment4,experiment3,experiment2,experiment1,experiment0
107,99,79,29,94,23,64,65,76,82,13,99,49,78,22,80,18,19,23,58,99,67,98,36,94,92,91,66,75,45,93,69,27,39,32,63,11,96,87,91,99,15,46,55,51,65,25,43,83,9,75,39,14,46,71,99,77,26,23,30,98,64,75,16,96,68,48,48,84,99,44,20,10,30,23,67,82,99,49,18,43,15,99,82,25,99,61,68,64,20,26,60,56,35,92,53,99,28,5,37,86,32,86,88,97,97,60,86,31,13,94,52,45,97,34,65,91,23,86,99,36,99,90,92,98,15,74,62,61,97,88,32,79,19,88,32,34,81,40,4,71,84,72,57,7,68,82,78,70,58,21,25,12,32,56,63,20,96,75,52,66,79,8,40,42,41,36,97,99,99,67,3,77,24,30,75,11,71,78,79,68,27,29,99,25,74,40,7,23,14,47,98,91,61,18,49,60,85,78,80,64,65,97,80,24,65,68,99,31,59,59,5,21,73,67,23,49,16,63,28,40,39,71,64,99,56,80,28,18,18,78,63,38,47,84,53,38,6,19,24,61,23,21,98,83,99,36,29,4,63,96,32,20,99,15,93,78,70,69,95,92,30,98,14,51,85,27,49,38,26,59,99,99,26,99,73,99,30,12,17,39,20,76,99,86,87,9,29,21,18,72,85,19,87,23,98,74,32,30,62,17,56,28,77,98,24,3,96,83,28,22,13,95,86,12,89,74,46,64,82,18,95,78,22,91,20,29,80,26,73,95,31,3,54,48,36,32,22,12,27,41,97,84,60,92,67,43,72,90,98,25,76,14,31,48,15,24,98,74,25,90,38,99,98,16,45,18,72,99,59,68,39,78,91,85,48,40,21,15,96,27,99,90,96,80,99,16,54,9,53,91,38,36,96,19,79,99,50,40,78,29,35,65,97,77,81,40,66,13,15,22,22,44,97,94,85,31,67,20,22,90,95,24,27,30,70,17,68,81,27,15,63,29,35,16,99,15,92,99,67,97,46,99,74,86,21,99,44,98,35,19,41,36,38,96,41,63,66,94,78,5,79,31,64
108,99,79,18,88,3,74,76,77,85,12,97,53,80,22,18,18,19,23,94,98,99,86,42,98,93,18,64,77,67,65,54,27,25,32,64,11,96,33,98,98,27,46,95,51,65,65,41,85,8,7,25,3,46,35,66,83,3,23,19,84,64,18,95,98,67,76,48,80,99,44,34,13,31,93,67,82,99,52,18,42,27,99,18,25,99,67,69,68,20,76,60,62,40,92,63,99,28,96,41,34,53,87,76,99,99,46,77,74,13,89,54,43,99,36,65,39,23,86,99,36,43,90,95,90,15,75,66,63,98,12,32,80,21,54,30,64,68,36,6,92,65,29,49,5,64,61,66,22,61,28,46,36,34,57,18,20,96,32,47,68,78,86,40,37,39,32,69,99,99,69,19,91,24,32,91,60,21,80,79,41,28,32,99,29,73,7,7,29,14,80,98,92,61,17,43,60,85,79,71,76,59,97,81,38,53,24,39,31,23,5,5,21,72,67,26,71,16,25,66,46,38,36,65,99,56,82,65,30,16,79,30,42,41,63,53,34,10,11,24,99,77,21,98,87,96,36,34,14,65,97,33,24,99,58,62,95,70,69,97,82,37,98,78,53,84,27,54,24,23,26,93,30,26,95,68,99,74,12,33,39,35,75,99,86,96,17,6,21,99,89,85,49,87,73,98,20,36,30,28,17,62,26,28,22,6,3,96,71,22,22,13,70,86,13,96,74,48,3,82,23,95,80,18,91,22,31,72,11,74,98,96,3,50,52,21,28,24,12,29,41,54,98,30,93,65,5,80,80,99,25,73,14,31,48,22,21,50,74,25,92,30,20,98,28,44,33,70,51,92,70,45,78,93,98,48,99,42,21,97,28,15,98,98,76,99,21,49,11,68,83,14,37,97,16,79,98,50,42,57,51,35,71,99,77,87,87,79,13,98,19,55,14,97,96,49,63,97,20,22,94,94,24,37,30,67,15,70,82,28,15,63,29,35,36,99,15,98,99,67,99,47,99,67,44,19,97,52,35,31,19,40,35,41,96,41,63,56,96,80,5,30,68,62
109,98,79,18,85,3,61,66,78,82,12,97,53,80,33,18,19,21,23,62,98,70,88,38,93,95,86,54,94,48,95,68,26,25,30,29,58,80,89,99,98,27,46,61,28,66,68,28,85,8,77,25,3,75,56,98,81,3,23,19,98,65,18,96,98,93,3,48,35,99,44,20,13,32,99,61,75,21,58,18,42,28,99,18,25,99,69,68,66,20,95,92,57,96,22,59,99,28,98,41,34,53,87,20,99,23,26,88,72,23,96,55,43,99,33,22,41,23,89,99,36,91,98,68,91,98,75,74,64,99,12,97,80,19,55,31,34,67,74,28,32,71,63,53,5,72,60,66,29,67,28,37,14,32,59,18,20,17,74,47,64,79,69,36,41,5,24,69,99,32,67,94,91,24,46,93,12,21,94,80,35,28,30,99,32,66,23,94,48,9,80,41,93,61,66,39,58,92,64,72,60,64,96,94,99,59,24,32,33,64,65,5,20,74,67,67,71,16,75,44,99,61,37,25,99,46,81,65,31,13,79,32,42,19,75,70,36,10,11,21,91,93,73,98,74,14,36,34,14,26,76,33,20,97,18,94,96,76,69,99,85,37,54,82,53,84,27,49,24,26,26,97,30,24,73,68,99,29,14,98,84,69,68,77,88,61,11,6,21,34,71,85,19,98,23,72,96,32,32,28,75,56,27,25,21,23,6,97,93,20,22,81,43,98,17,90,74,55,57,82,20,95,78,22,18,28,99,37,10,73,98,77,3,31,40,64,29,23,11,29,47,97,96,7,96,63,5,74,82,99,25,74,14,56,45,25,22,50,74,24,92,28,80,96,28,69,32,71,53,59,64,44,70,79,55,36,42,21,15,98,29,99,98,98,76,99,16,55,8,50,85,42,42,97,16,73,94,52,42,14,83,38,47,99,92,91,91,67,21,15,57,34,14,97,96,51,55,97,28,21,94,99,34,37,30,69,15,70,80,28,68,71,22,34,26,99,20,99,95,68,99,41,99,76,73,20,98,52,35,34,12,37,13,39,98,48,63,56,94,77,8,73,5,58
110,9,79,18,85,5,6,65,68,87,14,97,49,82,32,16,80,21,23,21,97,70,89,36,98,95,18,63,98,66,88,99,22,5,32,61,3,78,80,71,99,26,46,63,43,92,69,30,90,62,5,27,3,85,43,68,79,3,28,19,19,68,81,16,99,73,3,50,47,99,44,33,84,34,93,64,19,98,55,18,32,15,99,39,25,99,96,68,66,68,76,94,49,96,22,60,99,28,98,32,34,56,87,20,99,99,22,81,29,13,97,53,45,82,23,26,41,23,95,99,36,99,90,12,90,15,84,65,73,99,88,32,90,21,56,34,34,71,34,28,23,26,34,55,5,69,61,25,70,69,20,29,15,32,58,61,20,92,74,47,70,79,9,36,72,39,34,99,99,18,70,94,79,24,26,93,13,21,92,26,43,37,32,99,32,66,7,96,33,5,84,99,93,61,66,46,54,86,85,74,65,59,75,96,99,66,24,50,48,23,59,14,25,74,66,70,71,16,87,70,38,62,36,74,99,55,79,62,30,11,78,27,42,94,66,82,26,19,11,24,91,26,74,16,81,71,25,33,14,26,97,33,18,99,18,93,97,70,71,31,79,39,52,18,70,86,25,39,24,26,26,97,71,26,92,42,99,89,16,97,39,93,74,90,88,98,11,31,21,34,71,85,18,99,76,73,98,29,63,22,94,56,26,25,21,23,7,97,75,20,22,81,44,98,18,92,99,98,3,80,20,82,82,17,18,20,31,34,10,73,49,75,4,31,52,22,33,23,13,26,17,54,86,5,97,69,5,78,82,99,25,75,14,48,49,30,22,50,80,25,95,28,23,67,23,79,36,29,18,95,70,44,80,79,35,38,98,44,15,98,31,99,95,99,61,83,16,71,81,50,71,42,43,97,19,89,99,52,42,20,54,35,50,99,94,87,85,10,73,15,22,28,14,99,82,99,85,95,76,21,94,96,26,37,30,69,15,68,92,29,40,69,29,34,17,99,23,86,97,68,98,41,99,74,77,23,43,64,36,37,69,38,13,39,98,96,64,56,98,77,8,30,4,11
111,9,79,98,3,5,6,13,81,87,12,95,54,78,40,18,80,23,29,56,30,72,90,32,98,94,90,63,96,47,97,70,20,5,32,62,3,82,95,24,99,28,44,85,37,81,69,30,88,12,11,27,17,77,45,68,76,5,30,19,99,68,83,96,99,73,3,66,35,98,43,33,84,38,94,68,21,19,55,98,54,24,99,40,25,99,69,68,66,70,76,95,63,72,21,54,99,28,99,32,36,70,87,74,99,24,46,82,29,13,19,52,47,96,23,26,43,14,97,97,36,92,94,12,90,97,77,65,73,83,18,31,54,21,50,34,27,75,36,5,20,69,76,98,5,67,59,70,29,98,20,28,15,32,59,65,20,92,60,47,72,78,86,36,30,99,34,72,99,21,69,94,91,20,45,92,13,22,77,29,35,30,26,99,32,73,24,23,48,5,32,98,93,84,56,43,64,19,93,74,67,53,82,96,24,60,44,11,33,48,4,3,94,74,77,52,49,52,83,40,26,87,36,75,89,55,83,29,31,11,78,30,42,50,68,82,34,19,11,24,55,95,22,14,73,73,68,35,99,26,97,34,22,98,21,98,98,93,96,30,81,39,45,14,30,91,58,49,24,20,28,92,18,24,99,70,99,91,16,98,39,69,76,90,88,88,15,31,21,34,71,93,18,98,24,73,99,45,31,22,88,48,26,24,93,25,7,21,79,17,22,81,49,99,32,70,91,34,3,84,20,97,90,17,18,17,32,32,10,80,98,76,6,31,71,36,33,23,15,25,3,59,86,5,96,71,4,74,84,99,25,76,16,30,26,22,23,74,43,27,96,28,23,24,15,89,83,29,18,58,74,40,82,79,89,39,46,45,41,98,31,99,99,99,59,99,90,71,81,57,70,42,46,96,18,80,94,70,94,15,85,38,50,97,94,21,42,27,71,99,22,28,14,99,82,60,65,99,76,23,95,99,26,92,28,70,15,68,76,30,61,77,21,35,17,97,23,86,24,66,98,41,99,78,77,19,35,64,36,32,49,35,13,42,98,97,64,98,98,56,8,79,15,62
112,28,80,27,3,21,19,80,82,91,12,95,53,85,40,16,22,21,25,24,17,68,92,42,94,94,91,64,98,69,95,70,22,3,34,62,3,82,93,23,99,57,44,91,35,63,69,30,88,62,5,29,18,44,45,68,76,3,39,40,63,68,83,15,31,74,3,72,43,97,44,35,84,41,94,95,21,18,60,20,66,24,99,20,24,99,99,74,66,70,76,94,73,70,21,54,99,28,26,33,36,70,89,20,97,32,48,61,33,15,99,52,33,17,23,65,41,24,97,98,36,99,94,12,89,99,76,66,64,81,14,86,96,21,29,35,20,69,34,5,22,82,76,99,5,69,79,70,28,58,20,29,16,32,60,62,24,34,78,58,73,26,71,36,77,99,64,73,99,21,69,95,93,20,65,76,10,23,80,26,34,30,27,99,37,80,26,17,32,5,32,99,3,59,52,39,62,97,93,74,68,13,95,92,34,61,22,49,35,23,59,3,99,74,49,48,72,16,84,41,38,87,25,75,99,56,83,65,31,13,78,35,52,51,19,84,38,10,18,26,91,36,21,70,76,73,74,35,99,42,76,33,20,98,19,90,98,76,96,32,80,39,51,25,32,87,58,79,24,26,26,98,70,26,32,42,99,99,39,98,84,69,77,77,91,90,9,29,21,34,79,94,18,98,81,72,99,45,31,70,87,48,24,79,21,25,7,21,17,19,98,81,49,99,32,72,9,51,3,40,18,98,86,17,23,75,61,38,9,76,47,74,5,50,71,36,35,23,75,24,3,59,87,15,96,72,4,78,84,9,20,73,29,16,19,22,27,75,45,25,96,28,21,98,15,90,84,78,18,58,88,31,83,79,90,39,47,36,76,99,29,99,96,99,60,98,16,49,82,50,74,15,46,96,19,81,94,74,96,20,55,38,47,33,84,20,97,69,14,24,22,98,14,98,83,61,57,99,79,21,98,99,22,98,32,69,15,70,64,30,76,77,21,33,17,99,20,72,80,67,99,40,99,78,25,18,40,64,37,21,54,36,13,78,77,63,90,55,94,56,5,30,17,70
113,29,82,27,82,3,24,51,83,91,14,95,34,86,27,17,24,20,25,74,45,72,94,38,96,94,92,53,94,70,97,70,22,3,42,66,3,78,79,33,99,44,72,89,37,69,69,34,88,57,5,89,99,38,57,74,76,3,39,40,65,68,83,98,99,74,3,72,35,93,43,36,22,32,99,65,21,18,56,22,56,24,90,40,64,99,45,76,67,88,77,60,63,72,60,56,99,28,98,32,36,78,89,20,92,34,46,84,61,13,4,90,95,73,23,26,44,23,97,97,36,97,93,11,94,22,77,67,73,81,16,86,88,13,56,30,20,76,36,76,15,83,37,99,96,69,80,70,83,38,44,29,14,32,40,66,23,24,79,61,70,26,69,37,32,99,34,74,99,21,69,31,94,24,26,76,82,21,80,28,35,30,28,94,39,80,35,7,32,5,86,99,93,59,64,56,60,98,95,74,68,17,99,94,34,57,22,49,44,45,69,3,95,78,68,46,94,48,77,43,28,83,21,74,93,58,84,66,30,15,77,61,26,98,19,74,38,19,11,24,91,97,31,12,50,81,97,34,99,42,99,33,24,97,19,90,99,71,97,32,99,39,32,25,32,86,29,80,24,27,62,99,70,27,95,43,92,80,13,97,87,87,77,73,93,94,9,19,21,26,71,97,90,98,38,68,98,45,70,72,87,44,23,79,94,25,99,29,26,17,22,83,51,99,32,71,6,34,3,83,23,99,88,17,23,76,41,32,32,74,20,76,5,34,71,68,35,24,63,24,90,59,94,33,73,73,5,74,82,29,25,74,26,16,19,19,26,77,40,27,69,28,24,24,13,30,89,74,18,58,5,21,76,98,67,38,46,38,79,99,29,99,99,99,90,91,13,72,93,92,74,42,69,97,19,82,87,74,39,20,85,40,47,87,84,98,95,69,74,35,29,98,14,98,84,61,57,95,79,19,98,99,25,69,46,71,16,70,78,30,76,71,22,33,17,97,20,86,77,69,99,23,99,21,26,18,40,64,36,25,23,37,91,40,82,98,66,43,30,56,5,84,15,62
114,28,88,29,15,3,5,52,83,96,22,95,53,84,38,4,24,20,78,59,45,72,94,42,96,96,91,94,94,71,93,53,21,3,31,66,64,82,78,79,99,44,48,93,37,69,45,28,90,63,5,98,63,78,71,54,76,5,39,26,64,40,85,98,29,69,3,74,36,94,43,23,60,33,99,97,21,18,60,16,54,24,97,17,24,99,45,74,72,72,78,96,63,32,80,56,99,62,99,43,36,12,93,20,90,34,46,60,30,29,4,52,82,25,29,21,43,23,97,97,36,97,88,74,89,23,46,67,83,83,76,88,82,21,39,35,19,80,28,5,15,83,94,18,97,70,81,5,73,58,16,33,36,34,60,15,25,24,80,65,96,28,19,5,32,99,26,71,99,21,70,96,94,24,11,76,66,21,57,28,35,30,29,99,43,79,26,4,29,5,34,99,98,55,64,49,52,98,99,98,70,13,99,95,38,57,68,49,29,68,70,3,95,79,68,46,73,50,79,78,28,89,23,74,93,58,84,67,31,15,77,61,45,89,17,73,38,19,30,96,65,99,21,70,83,99,26,33,99,69,99,33,23,98,19,93,99,72,72,35,99,39,32,25,55,86,29,38,24,27,62,96,81,32,99,68,94,94,17,31,86,33,78,71,94,92,11,31,23,26,79,98,18,97,23,74,22,45,31,76,84,62,23,75,94,25,72,23,28,18,39,81,51,99,18,37,6,49,3,82,25,87,84,17,18,76,67,38,5,74,69,74,5,52,72,70,35,24,57,24,27,64,94,31,75,73,4,29,84,29,23,94,22,16,19,19,27,76,40,27,98,19,22,98,15,22,85,72,15,58,79,16,85,83,84,40,46,80,79,98,30,99,99,99,67,87,4,76,94,98,93,42,52,97,19,83,98,71,91,20,85,29,50,36,84,20,99,86,74,35,28,98,14,99,84,71,59,95,80,19,91,10,22,69,48,71,16,68,86,31,36,75,19,35,26,98,18,86,99,67,75,23,96,64,26,7,40,66,46,21,23,40,59,38,77,82,62,43,30,56,44,73,25,70
115,34,82,83,85,3,5,17,86,98,24,95,53,84,38,4,24,20,74,74,69,70,94,42,96,99,93,74,96,52,99,72,22,5,31,66,10,80,33,98,99,59,40,66,37,69,71,30,97,66,5,98,99,44,45,75,76,5,49,25,64,40,84,18,98,74,3,74,36,99,44,36,27,33,97,65,21,19,60,19,60,24,98,17,24,99,5,76,82,72,79,96,57,32,64,72,99,62,98,34,36,50,90,20,99,99,24,60,28,23,3,52,82,40,29,96,47,23,97,97,30,96,88,99,87,18,34,68,74,84,82,89,85,13,29,36,26,74,30,4,15,84,78,18,72,70,58,72,94,60,16,33,28,34,27,15,34,23,84,64,99,28,75,38,32,99,35,52,99,19,69,98,11,98,22,94,83,93,81,98,40,30,46,96,39,65,24,4,28,5,36,99,92,57,63,56,35,99,98,74,70,13,99,95,36,57,66,86,33,52,67,3,39,96,71,70,96,50,84,55,39,85,15,71,93,58,84,68,31,17,66,22,42,31,22,75,38,19,30,26,65,99,21,74,81,99,83,34,21,67,99,33,28,99,21,89,98,98,73,35,84,39,22,19,84,88,54,38,24,24,66,34,82,22,97,42,94,94,17,65,86,89,77,73,93,94,11,33,22,67,81,99,18,98,24,74,22,31,32,77,84,50,26,32,21,22,3,56,26,19,39,81,29,87,13,88,6,83,30,48,29,82,88,19,23,98,25,38,29,76,20,78,5,38,70,70,35,24,15,31,27,64,99,62,75,73,5,30,82,13,20,76,22,18,19,21,27,77,76,27,98,29,25,99,24,30,84,29,15,58,90,21,79,84,68,67,46,79,91,99,29,99,99,99,59,99,4,70,94,55,95,42,52,97,25,84,89,77,97,20,99,31,50,80,82,20,97,70,87,35,29,99,14,99,82,59,60,69,78,20,94,10,36,74,29,64,16,66,74,31,34,75,24,35,17,97,27,84,90,5,98,23,94,76,77,12,40,66,34,15,49,40,16,79,12,98,66,58,94,57,45,73,40,64
116,49,83,97,16,3,14,17,86,98,25,97,34,25,39,4,22,22,80,63,51,74,96,39,33,98,98,74,98,52,97,72,24,5,31,66,60,81,33,99,93,62,74,65,42,64,71,28,92,66,5,28,99,44,49,74,76,5,30,29,65,21,85,40,99,74,3,74,43,95,71,36,26,33,97,72,21,22,56,16,98,24,98,88,24,99,45,76,69,70,79,96,57,32,64,73,99,64,26,34,36,60,88,20,99,98,46,75,28,17,4,52,69,47,30,96,76,23,98,99,36,98,88,98,92,18,38,69,74,85,94,89,98,13,29,37,70,74,28,27,78,85,80,17,72,72,61,76,94,62,20,35,24,35,25,19,26,19,82,64,99,28,75,40,28,99,67,78,99,19,76,99,11,98,22,76,66,21,35,40,48,29,34,97,25,67,24,12,28,5,36,99,96,40,63,56,52,98,99,88,68,67,99,98,40,57,21,52,28,53,71,3,39,81,27,74,96,30,83,54,29,92,22,72,91,54,84,66,30,15,79,35,46,31,21,74,38,21,21,26,96,25,20,74,74,99,83,37,82,71,99,38,20,99,25,58,43,72,70,35,85,28,52,19,63,90,52,38,24,25,61,34,83,27,95,73,96,89,17,66,87,33,79,77,92,94,13,33,22,26,96,99,24,94,24,75,22,29,32,77,86,62,60,32,22,22,3,33,38,18,26,84,29,93,18,90,11,54,30,48,29,98,78,19,23,99,36,38,33,76,20,78,6,38,70,70,31,24,15,31,27,63,99,62,51,73,4,30,84,13,20,75,77,18,20,21,27,77,43,27,32,24,23,26,17,30,21,42,15,20,72,40,83,96,68,40,48,82,78,99,29,99,9,99,57,96,4,75,96,96,47,16,45,97,23,84,89,79,98,66,43,42,50,82,82,19,81,92,46,35,29,96,14,99,84,69,59,97,34,20,94,10,26,95,29,64,17,68,73,22,19,77,24,78,18,98,29,88,90,5,77,27,99,72,90,12,40,68,34,96,23,57,91,79,5,82,66,56,30,55,44,71,39,70
117,32,83,97,16,3,15,17,86,99,24,99,28,28,26,4,22,24,27,60,57,71,92,39,5,98,97,74,98,48,97,73,22,21,34,65,10,80,97,98,99,50,40,89,42,62,63,28,92,65,5,67,95,44,88,76,78,13,30,30,62,73,86,18,29,73,3,58,38,96,71,38,62,33,62,72,19,22,65,26,62,24,90,88,24,97,45,76,67,74,80,98,63,78,64,43,99,62,40,33,36,76,32,92,99,98,48,85,28,20,3,52,33,47,64,97,31,23,27,99,32,98,88,74,98,18,38,70,67,85,95,90,99,19,41,37,71,76,30,43,13,87,36,17,7,68,62,23,86,62,49,38,20,36,47,64,26,25,81,49,99,28,71,37,32,99,68,82,78,19,71,99,94,97,42,78,67,25,81,29,50,29,38,97,23,66,24,18,28,5,36,97,96,74,65,56,44,96,80,89,55,69,98,99,40,66,21,52,26,53,65,77,26,82,27,76,76,31,81,53,23,92,25,72,92,54,86,69,30,17,79,35,48,98,19,76,24,21,21,57,96,25,31,70,92,95,83,59,99,40,42,42,32,99,25,58,43,4,30,34,86,29,36,23,64,90,54,81,24,26,62,34,84,29,97,77,96,89,19,66,15,92,77,83,91,98,13,33,23,71,80,99,25,96,24,69,22,31,55,77,87,62,35,36,21,27,91,56,36,17,39,94,28,95,19,94,11,53,30,48,29,88,75,18,18,99,36,32,33,76,48,80,5,40,29,64,32,24,77,31,27,51,80,31,75,75,18,36,77,13,23,75,77,22,20,21,28,76,43,27,31,24,23,93,17,62,21,81,18,60,81,40,89,79,68,56,49,38,45,89,25,98,34,99,56,89,14,76,9,43,50,16,71,97,20,72,91,79,98,20,43,42,50,37,82,17,82,74,46,24,23,64,14,88,85,61,62,99,80,19,31,18,26,95,52,70,99,70,93,22,19,65,26,82,18,99,32,88,23,5,78,23,99,67,77,19,33,68,37,24,49,51,91,79,19,64,65,54,31,58,44,83,41,70
118,32,81,84,4,4,14,17,42,99,24,99,28,28,26,4,12,23,25,60,46,63,90,38,34,99,99,74,98,51,75,59,32,26,34,66,24,82,82,76,22,50,38,89,42,64,71,28,92,18,7,27,3,9,90,78,80,13,29,43,61,69,87,18,31,73,88,58,38,96,45,40,60,33,99,67,19,22,58,16,60,26,75,90,35,97,75,62,68,76,80,58,65,67,66,42,99,62,26,34,36,76,32,80,94,36,48,86,27,11,3,39,33,26,35,26,75,21,27,99,32,98,86,19,99,17,40,42,52,85,16,32,99,19,43,37,70,84,29,43,77,69,38,17,7,68,71,5,75,38,20,38,28,36,21,15,64,21,83,49,98,28,69,37,32,7,26,82,79,8,69,99,96,98,8,98,67,21,88,39,94,28,36,99,25,66,25,21,28,5,36,96,98,44,65,56,48,97,76,89,53,18,84,95,40,66,21,52,19,42,73,77,96,82,27,25,96,31,79,52,23,98,72,48,91,69,82,67,21,16,79,31,49,20,17,72,22,21,19,4,95,99,32,17,82,87,26,41,90,28,42,37,26,99,25,55,40,19,71,30,86,32,54,20,64,92,53,41,37,32,72,23,84,29,89,73,98,89,21,39,15,92,83,95,94,99,13,39,22,59,94,99,24,98,25,77,99,31,74,21,86,66,35,32,21,27,85,46,37,18,26,26,28,97,19,94,49,53,60,48,32,95,92,11,23,84,90,36,36,76,21,80,5,36,68,64,72,24,81,31,27,21,83,31,59,77,48,76,88,41,23,77,60,18,17,21,27,75,43,27,32,29,23,93,17,62,88,82,18,98,81,42,89,79,37,36,48,82,45,98,27,99,25,99,65,97,26,26,7,42,17,38,45,99,18,37,95,79,42,18,45,42,50,84,96,84,83,27,75,24,23,66,14,97,86,62,69,99,64,19,36,18,21,99,48,64,99,70,88,22,29,24,24,82,39,99,99,88,23,5,52,24,99,20,91,66,31,68,35,15,49,73,79,82,19,63,66,96,98,16,4,72,90,70
